Date,PM2.5
2015-01-01,0.0
2015-01-02,0.0
2015-01-03,0.0
2015-01-04,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,73.24
2015-01-29,83.13
2015-01-30,79.84
2015-01-31,94.52
2015-02-01,135.99
2015-02-02,178.33
2015-02-03,139.7
2015-02-04,80.65
2015-02-05,58.36
2015-02-06,79.29
2015-02-07,88.7
2015-02-08,74.28
2015-02-09,113.93
2015-02-10,105.39
2015-02-11,66.52
2015-02-12,65.04
2015-02-13,103.36
2015-02-14,177.33
2015-02-15,113.25
2015-02-16,99.7
2015-02-17,80.61
2015-02-18,100.79
2015-02-19,107.99
2015-02-20,140.29
2015-02-21,239.96
2015-02-22,142.96
2015-02-23,238.41
2015-02-24,118.72
2015-02-25,52.99
2015-02-26,0.0
2015-02-27,0.0
2015-02-28,0.0
2015-03-01,61.12
2015-03-02,60.78
2015-03-03,91.83
2015-03-04,93.88
2015-03-05,173.01
2015-03-06,0.0
2015-03-07,105.45
2015-03-08,71.56
2015-03-09,119.8
2015-03-10,106.71
2015-03-11,118.49
2015-03-12,106.01
2015-03-13,97.34
2015-03-14,83.92
2015-03-15,49.51
2015-03-16,30.76
2015-03-17,50.29
2015-03-18,57.69
2015-03-19,105.06
2015-03-20,94.1
2015-03-21,111.89
2015-03-22,108.59
2015-03-23,130.76
2015-03-24,143.55
2015-03-25,165.07
2015-03-26,166.85
2015-03-27,147.38
2015-03-28,158.25
2015-03-29,237.76
2015-03-30,133.37
2015-03-31,133.3
2015-04-01,96.04
2015-04-02,77.69
2015-04-03,53.07
2015-04-04,63.11
2015-04-05,156.76
2015-04-06,120.96
2015-04-07,138.63
2015-04-08,144.36
2015-04-09,85.03
2015-04-10,134.6
2015-04-11,61.06
2015-04-12,39.42
2015-04-13,111.86
2015-04-14,58.37
2015-04-15,95.37
2015-04-16,141.3
2015-04-17,106.68
2015-04-18,109.48
2015-04-19,126.04
2015-04-20,71.22
2015-04-21,97.87
2015-04-22,63.38
2015-04-23,75.29
2015-04-24,80.9
2015-04-25,103.29
2015-04-26,107.5
2015-04-27,161.14
2015-04-28,102.58
2015-04-29,138.42
2015-04-30,129.04
2015-05-01,96.65
2015-05-02,126.77
2015-05-03,106.15
2015-05-04,86.31
2015-05-05,83.99
2015-05-06,65.11
2015-05-07,51.03
2015-05-08,38.73
2015-05-09,61.12
2015-05-10,58.44
2015-05-11,61.49
2015-05-12,65.39
2015-05-13,100.92
2015-05-14,97.48
2015-05-15,129.27
2015-05-16,129.58
2015-05-17,100.57
2015-05-18,130.34
2015-05-19,53.24
2015-05-20,42.0
2015-05-21,50.1
2015-05-22,83.69
2015-05-23,38.88
2015-05-24,46.89
2015-05-25,70.96
2015-05-26,53.66
2015-05-27,45.49
2015-05-28,60.86
2015-05-29,51.93
2015-05-30,77.87
2015-05-31,57.59
2015-06-01,77.22
2015-06-02,45.29
2015-06-03,103.78
2015-06-04,25.14
2015-06-05,87.03
2015-06-06,89.6
2015-06-07,80.69
2015-06-08,44.75
2015-06-09,38.11
2015-06-10,45.5
2015-06-11,36.98
2015-06-12,43.58
2015-06-13,45.49
2015-06-14,38.06
2015-06-15,45.41
2015-06-16,37.71
2015-06-17,32.37
2015-06-18,34.74
2015-06-19,32.56
2015-06-20,29.28
2015-06-21,20.46
2015-06-22,26.07
2015-06-23,21.43
2015-06-24,11.91
2015-06-25,57.75
2015-06-26,66.39
2015-06-27,62.61
2015-06-28,47.5
2015-06-29,111.8
2015-06-30,30.0
2015-07-01,4.66
2015-07-02,48.72
2015-07-03,49.7
2015-07-04,48.1
2015-07-05,47.43
2015-07-06,51.74
2015-07-07,42.68
2015-07-08,38.45
2015-07-09,46.69
2015-07-10,55.27
2015-07-11,149.03
2015-07-12,86.57
2015-07-13,111.77
2015-07-14,151.4
2015-07-15,51.35
2015-07-16,65.37
2015-07-17,56.28
2015-07-18,48.17
2015-07-19,33.56
2015-07-20,31.3
2015-07-21,48.12
2015-07-22,57.11
2015-07-23,34.72
2015-07-24,29.22
2015-07-25,29.79
2015-07-26,59.95
2015-07-27,19.2
2015-07-28,19.52
2015-07-29,35.16
2015-07-30,33.03
2015-07-31,40.95
2015-08-01,40.29
2015-08-02,41.16
2015-08-03,36.12
2015-08-04,28.51
2015-08-05,31.59
2015-08-06,42.56
2015-08-07,48.12
2015-08-08,37.09
2015-08-09,33.4
2015-08-10,38.64
2015-08-11,40.49
2015-08-12,41.37
2015-08-13,44.56
2015-08-14,65.68
2015-08-15,33.34
2015-08-16,39.17
2015-08-17,34.0
2015-08-18,36.38
2015-08-19,38.35
2015-08-20,38.5
2015-08-21,39.61
2015-08-22,61.79
2015-08-23,43.22
2015-08-24,33.41
2015-08-25,36.9
2015-08-26,36.36
2015-08-27,32.64
2015-08-28,38.23
2015-08-29,39.86
2015-08-30,72.74
2015-08-31,43.2
2015-09-01,63.2
2015-09-02,64.73
2015-09-03,65.28
2015-09-04,67.86
2015-09-05,52.4
2015-09-06,33.33
2015-09-07,29.52
2015-09-08,15.53
2015-09-09,57.51
2015-09-10,50.24
2015-09-11,61.77
2015-09-12,46.93
2015-09-13,43.01
2015-09-14,42.06
2015-09-15,44.94
2015-09-16,29.58
2015-09-17,32.15
2015-09-18,36.33
2015-09-19,24.46
2015-09-20,0.0
2015-09-21,27.08
2015-09-22,59.29
2015-09-23,65.32
2015-09-24,47.39
2015-09-25,43.88
2015-09-26,28.35
2015-09-27,3.59
2015-09-28,3.04
2015-09-29,19.14
2015-09-30,69.12
2015-10-01,76.41
2015-10-02,102.49
2015-10-03,127.94
2015-10-04,87.18
2015-10-05,99.73
2015-10-06,84.15
2015-10-07,92.12
2015-10-08,94.02
2015-10-09,150.27
2015-10-10,118.91
2015-10-11,91.41
2015-10-12,95.9
2015-10-13,137.87
2015-10-14,90.71
2015-10-15,108.68
2015-10-16,98.79
2015-10-17,145.75
2015-10-18,179.43
2015-10-19,170.52
2015-10-20,203.4
2015-10-21,92.71
2015-10-22,64.66
2015-10-23,78.14
2015-10-24,100.17
2015-10-25,147.35
2015-10-26,206.89
2015-10-27,114.84
2015-10-28,89.64
2015-10-29,51.72
2015-10-30,54.59
2015-10-31,46.5
2015-11-01,0.0
2015-11-02,122.54
2015-11-03,147.18
2015-11-04,214.67
2015-11-05,207.13
2015-11-06,191.01
2015-11-07,192.35
2015-11-08,127.64
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-29,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,0.0
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-26,0.0
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,33.02
2016-06-28,27.29
2016-06-29,41.43
2016-06-30,30.16
2016-07-01,29.42
2016-07-02,20.87
2016-07-03,35.08
2016-07-04,40.23
2016-07-05,54.25
2016-07-06,49.04
2016-07-07,35.87
2016-07-08,46.3
2016-07-09,39.15
2016-07-10,45.3
2016-07-11,43.61
2016-07-12,0.0
2016-07-13,34.89
2016-07-14,38.13
2016-07-15,36.47
2016-07-16,40.9
2016-07-17,34.19
2016-07-18,32.92
2016-07-19,41.39
2016-07-20,31.71
2016-07-21,33.48
2016-07-22,30.8
2016-07-23,30.47
2016-07-24,34.64
2016-07-25,43.71
2016-07-26,46.52
2016-07-27,36.54
2016-07-28,36.87
2016-07-29,46.19
2016-07-30,48.44
2016-07-31,40.18
2016-08-01,33.5
2016-08-02,29.36
2016-08-03,44.59
2016-08-04,50.65
2016-08-05,33.93
2016-08-06,0.0
2016-08-07,43.9
2016-08-08,93.34
2016-08-09,38.06
2016-08-10,20.19
2016-08-11,10.45
2016-08-12,29.87
2016-08-13,60.18
2016-08-14,85.1
2016-08-15,55.55
2016-08-16,170.22
2016-08-17,35.05
2016-08-18,37.68
2016-08-19,32.78
2016-08-20,53.5
2016-08-21,48.24
2016-08-22,63.27
2016-08-23,40.43
2016-08-24,31.15
2016-08-25,33.76
2016-08-26,35.95
2016-08-27,58.07
2016-08-28,46.04
2016-08-29,52.27
2016-08-30,46.68
2016-08-31,44.59
2016-09-01,30.81
2016-09-02,47.67
2016-09-03,35.69
2016-09-04,36.44
2016-09-05,33.83
2016-09-06,34.23
2016-09-07,52.15
2016-09-08,35.99
2016-09-09,37.93
2016-09-10,31.94
2016-09-11,18.04
2016-09-12,27.9
2016-09-13,36.51
2016-09-14,55.71
2016-09-15,57.01
2016-09-16,53.94
2016-09-17,49.34
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,42.22
2016-09-22,39.43
2016-09-23,42.33
2016-09-24,26.75
2016-09-25,34.16
2016-09-26,30.07
2016-09-27,25.54
2016-09-28,38.47
2016-09-29,42.55
2016-09-30,38.1
2016-10-01,27.22
2016-10-02,41.81
2016-10-03,75.03
2016-10-04,0.0
2016-10-05,30.48
2016-10-06,75.06
2016-10-07,85.36
2016-10-08,124.97
2016-10-09,86.63
2016-10-10,70.34
2016-10-11,50.49
2016-10-12,42.25
2016-10-13,48.23
2016-10-14,138.94
2016-10-15,155.68
2016-10-16,120.35
2016-10-17,140.81
2016-10-18,87.09
2016-10-19,83.57
2016-10-20,75.41
2016-10-21,106.86
2016-10-22,96.53
2016-10-23,76.96
2016-10-24,73.05
2016-10-25,72.52
2016-10-26,109.22
2016-10-27,122.63
2016-10-28,214.36
2016-10-29,381.69
2016-10-30,182.59
2016-10-31,271.85
2016-11-01,230.76
2016-11-02,203.3
2016-11-03,152.03
2016-11-04,176.02
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,0.0
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,0.0
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,0.0
2017-07-27,0.0
2017-07-28,0.0
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,0.0
2017-09-03,0.0
2017-09-04,0.0
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,0.0
2017-09-17,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,64.55
2017-10-11,61.72
2017-10-12,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,76.32
2017-10-19,0.0
2017-10-20,109.16
2017-10-21,126.57
2017-10-22,59.26
2017-10-23,51.72
2017-10-24,67.4
2017-10-25,79.49
2017-10-26,112.25
2017-10-27,133.07
2017-10-28,93.96
2017-10-29,93.7
2017-10-30,0.0
2017-10-31,77.12
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,96.65
2017-11-04,107.09
2017-11-05,119.02
2017-11-06,83.86
2017-11-07,72.67
2017-11-08,94.32
2017-11-09,89.0
2017-11-10,85.35
2017-11-11,101.25
2017-11-12,90.02
2017-11-13,119.17
2017-11-14,207.19
2017-11-15,148.83
2017-11-16,85.32
2017-11-17,143.07
2017-11-18,140.88
2017-11-19,99.77
2017-11-20,119.99
2017-11-21,111.92
2017-11-22,96.51
2017-11-23,80.52
2017-11-24,92.8
2017-11-25,102.26
2017-11-26,108.19
2017-11-27,93.87
2017-11-28,109.53
2017-11-29,79.34
2017-11-30,93.05
2017-12-01,85.51
2017-12-02,80.89
2017-12-03,58.62
2017-12-04,68.53
2017-12-05,81.38
2017-12-06,56.54
2017-12-07,74.08
2017-12-08,62.76
2017-12-09,86.09
2017-12-10,59.74
2017-12-11,87.13
2017-12-12,52.15
2017-12-13,67.51
2017-12-14,70.08
2017-12-15,86.9
2017-12-16,77.34
2017-12-17,65.93
2017-12-18,66.58
2017-12-19,62.24
2017-12-20,62.07
2017-12-21,72.04
2017-12-22,67.44
2017-12-23,77.76
2017-12-24,96.71
2017-12-25,75.14
2017-12-26,69.27
2017-12-27,71.54
2017-12-28,104.13
2017-12-29,88.93
2017-12-30,82.03
2017-12-31,84.43
2018-01-01,84.46
2018-01-02,76.51
2018-01-03,63.88
2018-01-04,81.1
2018-01-05,73.61
2018-01-06,75.79
2018-01-07,77.87
2018-01-08,77.72
2018-01-09,66.89
2018-01-10,74.57
2018-01-11,89.1
2018-01-12,110.34
2018-01-13,82.53
2018-01-14,108.01
2018-01-15,92.94
2018-01-16,87.3
2018-01-17,89.06
2018-01-18,51.61
2018-01-19,91.13
2018-01-20,88.69
2018-01-21,108.92
2018-01-22,89.63
2018-01-23,55.27
2018-01-24,97.88
2018-01-25,128.56
2018-01-26,103.63
2018-01-27,102.16
2018-01-28,89.53
2018-01-29,101.92
2018-01-30,117.99
2018-01-31,115.79
2018-02-01,189.12
2018-02-02,88.37
2018-02-03,96.64
2018-02-04,98.0
2018-02-05,93.31
2018-02-06,104.89
2018-02-07,109.34
2018-02-08,70.25
2018-02-09,103.17
2018-02-10,185.77
2018-02-11,84.48
2018-02-12,89.41
2018-02-13,64.61
2018-02-14,65.35
2018-02-15,52.18
2018-02-16,75.13
2018-02-17,83.65
2018-02-18,220.49
2018-02-19,242.66
2018-02-20,114.78
2018-02-21,92.92
2018-02-22,91.66
2018-02-23,138.4
2018-02-24,0.0
2018-02-25,38.82
2018-02-26,49.18
2018-02-27,56.42
2018-02-28,60.36
2018-03-01,54.45
2018-03-02,53.5
2018-03-03,41.64
2018-03-04,32.36
2018-03-05,29.98
2018-03-06,33.3
2018-03-07,56.51
2018-03-08,88.85
2018-03-09,111.68
2018-03-10,114.06
2018-03-11,116.93
2018-03-12,84.19
2018-03-13,98.53
2018-03-14,84.16
2018-03-15,71.82
2018-03-16,80.51
2018-03-17,133.48
2018-03-18,116.54
2018-03-19,98.49
2018-03-20,160.68
2018-03-21,102.05
2018-03-22,100.33
2018-03-23,99.73
2018-03-24,104.22
2018-03-25,109.8
2018-03-26,124.44
2018-03-27,180.27
2018-03-28,138.6
2018-03-29,139.21
2018-03-30,154.09
2018-03-31,121.0
2018-04-01,80.56
2018-04-02,103.75
2018-04-03,75.68
2018-04-04,62.83
2018-04-05,104.23
2018-04-06,91.04
2018-04-07,90.13
2018-04-08,160.43
2018-04-09,94.55
2018-04-10,124.59
2018-04-11,92.5
2018-04-12,86.29
2018-04-13,104.21
2018-04-14,88.5
2018-04-15,84.47
2018-04-16,73.54
2018-04-17,53.89
2018-04-18,60.08
2018-04-19,53.13
2018-04-20,71.3
2018-04-21,37.9
2018-04-22,78.18
2018-04-23,56.35
2018-04-24,59.66
2018-04-25,114.6
2018-04-26,74.48
2018-04-27,81.11
2018-04-28,100.39
2018-04-29,39.97
2018-04-30,53.61
2018-05-01,63.06
2018-05-02,46.17
2018-05-03,61.24
2018-05-04,41.81
2018-05-05,55.09
2018-05-06,65.54
2018-05-07,41.04
2018-05-08,49.71
2018-05-09,44.75
2018-05-10,45.84
2018-05-11,76.36
2018-05-12,44.79
2018-05-13,50.16
2018-05-14,49.07
2018-05-15,46.06
2018-05-16,52.82
2018-05-17,53.39
2018-05-18,59.44
2018-05-19,71.01
2018-05-20,59.98
2018-05-21,50.7
2018-05-22,69.87
2018-05-23,61.53
2018-05-24,67.03
2018-05-25,43.37
2018-05-26,60.05
2018-05-27,56.93
2018-05-28,44.14
2018-05-29,69.0
2018-05-30,43.53
2018-05-31,16.63
2018-06-01,78.16
2018-06-02,83.27
2018-06-03,63.79
2018-06-04,50.27
2018-06-05,51.54
2018-06-06,54.35
2018-06-07,53.59
2018-06-08,55.77
2018-06-09,63.58
2018-06-10,103.08
2018-06-11,78.25
2018-06-12,77.84
2018-06-13,69.99
2018-06-14,78.7
2018-06-15,59.96
2018-06-16,48.27
2018-06-17,44.81
2018-06-18,55.21
2018-06-19,40.89
2018-06-20,41.59
2018-06-21,39.02
2018-06-22,33.5
2018-06-23,39.42
2018-06-24,46.84
